,0
2018-09-03,100286.51751792258
2018-09-04,100310.27178640442
2018-09-05,100318.09474789533
2018-09-06,100326.88020054263
2018-09-07,100328.17344370353
2018-09-08,100340.88786974104
2018-09-09,100316.24402373607
2018-09-10,100329.73516422485
2018-09-11,100342.87030696865
2018-09-12,100328.67994621428
2018-09-13,100288.21759173882
2018-09-14,100291.91776642858
2018-09-15,100271.79680062682
2018-09-16,100277.65212194859
2018-09-17,100288.40426740063
2018-09-18,100278.15983741518
2018-09-19,100282.1439189175
2018-09-20,100206.5633263932
2018-09-21,100204.88622310778
2018-09-22,100216.09631682097
2018-09-23,100231.8129936603
2018-09-24,100207.32505481593
2018-09-25,100214.448291457
2018-09-26,100215.44555370204
2018-09-27,100221.9381875886
2018-09-28,100199.08839836778
2018-09-29,100232.6946923591
2018-09-30,100209.89399582823
2018-10-01,100173.7283588094
2018-10-02,100177.6175494367
2018-10-03,100184.5179736025
2018-10-04,100174.57101322449
2018-10-05,100181.16164825457
2018-10-06,100175.07254043414
2018-10-07,100192.23336978345
2018-10-08,100204.64506246829
2018-10-09,100218.11971907872
2018-10-10,100181.52657215315
2018-10-11,100204.61251574397
2018-10-12,100149.14726768684
2018-10-13,100169.1955986295
2018-10-14,100138.07106922573
2018-10-15,100146.70611367383
2018-10-16,100115.66504004285
2018-10-17,100096.38257589677
2018-10-18,100082.76857276901
2018-10-19,100076.2886965563
2018-10-20,100075.5668281916
2018-10-21,100078.57622226204
2018-10-22,100075.58842920515
2018-10-23,100066.50540750354
2018-10-24,100070.85106858924
2018-10-25,100073.2909513227
2018-10-26,100074.27392863818
2018-10-27,100077.54168195225
2018-10-28,100065.39104380355
2018-10-29,100052.87142550889
2018-10-30,100058.3485651069
2018-10-31,100072.30828492838
2018-11-01,100063.67126467267
2018-11-02,100082.88441032731
2018-11-03,100075.06029810899
2018-11-04,100058.37148865062
2018-11-05,100069.43658637899
2018-11-06,100078.02950621911
2018-11-07,100086.51373270385
2018-11-08,100093.78321927828
2018-11-09,100099.95290833147
2018-11-10,100120.29186099669
2018-11-11,100160.5135908581
2018-11-12,100153.56343756903
2018-11-13,100180.13310315445
2018-11-14,100169.37316135196
2018-11-15,100186.82539228348
2018-11-16,100198.42072182249
2018-11-17,100213.5281540741
2018-11-18,100223.54228490293
2018-11-19,100200.90521238586
2018-11-20,100313.59703105995
2018-11-21,100345.40007275721
2018-11-22,100333.2556922707
2018-11-23,100341.02370575457
2018-11-24,100465.20578444423
2018-11-25,100507.2251011407
2018-11-26,100556.07147074283
2018-11-27,100476.82818380627
2018-11-28,100465.0723554778
2018-11-29,100449.9461349464
2018-11-30,100425.79492282949
2018-12-01,100550.8428258009
2018-12-02,100503.88050072284
2018-12-03,100479.97200310159
2018-12-04,100453.10294855082
2018-12-05,100295.34955619722
2018-12-06,100339.44260245733
2018-12-07,100285.33991948754
2018-12-08,100290.57998494915
2018-12-09,100286.53382713391
2018-12-10,100286.37282102084
2018-12-11,100291.3489009609
2018-12-12,100293.30778018906
2018-12-13,100297.50406416014
2018-12-14,100298.18719754346
2018-12-15,100304.84827867974
2018-12-16,100305.14835529261
2018-12-17,100285.52129887366
2018-12-18,100242.65171487165
2018-12-19,100224.74027265723
2018-12-20,100223.02145898329
2018-12-21,100224.12761164841
2018-12-22,100232.07139975965
2018-12-23,100239.6922487423
2018-12-24,100251.63224072203
2018-12-25,100267.99766025072
2018-12-26,100276.29643338898
2018-12-27,100266.07102533944
2018-12-28,100245.19237546412
2018-12-29,100251.82467095235
2018-12-30,100241.3109418536
2018-12-31,100243.21913654925
2019-01-01,100241.3134511888
2019-01-02,100240.84405360972
2019-01-03,100242.34561179209
2019-01-04,100246.5244211252
2019-01-05,100234.65524510342
2019-01-06,100239.02628943583
2019-01-07,100276.94160565817
2019-01-08,100329.37016978109
2019-01-09,100376.36693298984
2019-01-10,100393.23270490649
2019-01-11,100343.37732262978
2019-01-12,100392.1751561199
2019-01-13,100431.71034906319
2019-01-14,100555.91009850359
2019-01-15,100498.9393978731
2019-01-16,100462.44770874231
2019-01-17,100391.374043861
2019-01-18,100317.21372600323
2019-01-19,100328.200355837
2019-01-20,100309.92694733496
2019-01-21,100323.64569310739
2019-01-22,100322.90327107582
2019-01-23,100347.83862552792
2019-01-24,100341.85735220822
2019-01-25,100331.566250651
2019-01-26,100274.58912949536
2019-01-27,100283.27960288504
2019-01-28,100258.16917013188
2019-01-29,100262.82867116308
2019-01-30,100268.50564390887
2019-01-31,100255.50297394884
2019-02-01,100235.59101972877
2019-02-02,100233.54620184608
2019-02-03,100220.4962159694
2019-02-04,100216.90029404427
2019-02-05,100224.86413535323
2019-02-06,100224.28442123522
2019-02-07,100222.49710662395
2019-02-08,100219.17985178722
2019-02-09,100215.71908462436
2019-02-10,100221.86661548191
2019-02-11,100215.10915990968
2019-02-12,100198.83973787395
2019-02-13,100200.98150694008
2019-02-14,100195.96845529183
2019-02-15,100193.6261135049
2019-02-16,100202.72540686112
2019-02-17,100203.48786710798
2019-02-18,100188.35162641511
2019-02-19,100188.98864287465
2019-02-20,100199.05330385845
2019-02-21,100150.56211855798
2019-02-22,100142.8944946011
2019-02-23,100146.06524769221
2019-02-24,100138.93206830524
2019-02-25,100153.19661490034
2019-02-26,100157.40651415859
2019-02-27,100149.76128386012
2019-02-28,100168.08326304075
2019-03-01,100172.91271234745
2019-03-02,100213.2812694214
2019-03-03,100178.97441814636
2019-03-04,100187.55156324724
2019-03-05,100223.65015561673
2019-03-06,100148.3248825723
2019-03-07,100106.62867268836
2019-03-08,100054.66541633743
2019-03-09,100033.86274843843
2019-03-10,100065.85026114399
2019-03-11,100121.20990653643
2019-03-12,100126.42045525771
2019-03-13,100169.53455631786
2019-03-14,100084.5636499287
2019-03-15,100040.67379614672
2019-03-16,100044.52553515026
2019-03-17,100028.80929101753
2019-03-18,100030.91018412518
2019-03-19,100016.04673207227
2019-03-20,100000.20453720707
2019-03-21,100012.34217106008
2019-03-22,100001.32425792479
2019-03-23,99970.62157799523
2019-03-24,99987.80657414663
2019-03-25,100007.48727692894
2019-03-26,100034.47376197326
2019-03-27,100034.13059795214
2019-03-28,99999.71285834473
2019-03-29,100020.17045686216
2019-03-30,100011.47842332812
2019-03-31,100006.85394214219
2019-04-01,100032.87550751482
2019-04-02,100059.37127958867
2019-04-03,100102.3114336009
2019-04-04,100097.38993444204
2019-04-05,100166.04532285749
2019-04-06,100163.57828231201
2019-04-07,100178.21076692289
2019-04-08,100178.03787967845
2019-04-09,100131.51266858338
2019-04-10,100145.38924323994
2019-04-11,100157.70336444979
2019-04-12,100125.85184430826
2019-04-13,100135.1356054696
2019-04-14,100153.04519311812
2019-04-15,100153.62844559536
2019-04-16,100145.17443584935
2019-04-17,100180.17638059263
2019-04-18,100208.15047938109
2019-04-19,100230.06237695178
2019-04-20,100219.00608990536
2019-04-21,100205.23255014353
2019-04-22,100236.10458379611
2019-04-23,100230.54315590017
2019-04-24,100196.29411650436
2019-04-25,100218.63760733494
2019-04-26,100210.1231695652
2019-04-27,100213.9893241548
2019-04-28,100200.55904437776
2019-04-29,100190.02620046104
2019-04-30,100181.32669615374
2019-05-01,100189.25100474608
2019-05-02,100185.1336338683
2019-05-03,100174.702742342
2019-05-04,100200.21170298228
2019-05-05,100166.86106721943
2019-05-06,100172.01108431631
2019-05-07,100165.63373872968
2019-05-08,100143.98499392439
2019-05-09,100143.19076210783
2019-05-10,100188.5284183223
2019-05-11,100203.56351888306
2019-05-12,100191.71802680913
2019-05-13,100165.92568096964
2019-05-14,100157.91016749662
2019-05-15,100152.89661795353
2019-05-16,100138.22201388127
2019-05-17,100120.05567456372
2019-05-18,100132.52843863897
2019-05-19,100124.65667233658
2019-05-20,100126.12029789563
2019-05-21,100127.85678483569
2019-05-22,100135.2245629878
2019-05-23,100152.99293307235
2019-05-24,100146.00708377821
2019-05-25,100099.97976074344
2019-05-26,100098.66968484092
2019-05-27,100096.14145543428
2019-05-28,100091.26750809877
2019-05-29,100113.44157364685
2019-05-30,100092.05632751486
2019-05-31,100077.83974841835
2019-06-01,100065.26635433448
2019-06-02,100079.88259901246
2019-06-03,100090.70776464914
2019-06-04,100082.15388205562
2019-06-05,100110.14046888913
2019-06-06,100107.60515880928
2019-06-07,100112.66417961034
2019-06-08,100126.0921279999
2019-06-09,100143.8302896201
2019-06-10,100127.39801708375
2019-06-11,100147.68371563013
2019-06-12,100142.47797022916
2019-06-13,100140.56346545134
2019-06-14,100161.95717817581
2019-06-15,100174.62000465348
2019-06-16,100167.09187977429
2019-06-17,100171.0653496992
2019-06-18,100182.06094244985
2019-06-19,100207.8030268484
2019-06-20,100204.60240109354
2019-06-21,100233.66852897238
2019-06-22,100242.9170245518
2019-06-23,100193.1737247175
2019-06-24,100216.34964095926
2019-06-25,100185.14632723655
2019-06-26,100225.93846328744
2019-06-27,100205.27183366695
2019-06-28,100156.35727593365
2019-06-29,100215.35665669087
2019-06-30,100236.67890172401
2019-07-01,100215.20514315863
2019-07-02,100210.28245266582
2019-07-03,100207.70474062157
2019-07-04,100196.56063439303
2019-07-05,100200.76888842294
2019-07-06,100210.1961097289
2019-07-07,100162.03509014804
2019-07-08,100146.07999160585
2019-07-09,100140.97712505265
2019-07-10,100138.92057625955
2019-07-11,100131.00461923105
2019-07-12,100134.1666944976
2019-07-13,100133.6698709729
2019-07-14,100132.19417186179
2019-07-15,100129.55021056888
2019-07-16,100118.32191253769
2019-07-17,100113.65808655298
2019-07-18,100108.53543674678
2019-07-19,100119.3387841249
2019-07-20,100116.02347776924
2019-07-21,100084.59297704606
2019-07-22,100075.39223706792
2019-07-23,100055.82829203011
2019-07-24,100076.00010130712
2019-07-25,100049.33058467157
2019-07-26,100042.2873419645
2019-07-27,100047.60367068455
2019-07-28,100047.60464724609
2019-07-29,100047.0983411363
2019-07-30,100046.81225095574
2019-07-31,100032.07229817759
2019-08-01,100026.96206634953
2019-08-02,100030.7354002353
2019-08-03,100029.22167829225
2019-08-04,100020.28081364819
2019-08-05,100022.13383919396
2019-08-06,100018.3126082864
2019-08-07,100002.96846543238
2019-08-08,100001.04957995572
2019-08-09,100001.5454597676
2019-08-10,100005.83247395552
2019-08-11,100005.53674486715
2019-08-12,100003.4629518131
2019-08-13,99998.23715718098
2019-08-14,100005.66606654147
2019-08-15,99999.24544267009
2019-08-16,100014.3223203676
2019-08-17,100004.75351399828
2019-08-18,100015.76534998241
2019-08-19,100038.36706253998
2019-08-20,100044.5513658375
2019-08-21,100046.54011620485
2019-08-22,100086.33109174571
2019-08-23,100130.47209893657
2019-08-24,100135.27063156555
2019-08-25,100064.00095036332
2019-08-26,100057.63392172291
2019-08-27,100094.5542000548
2019-08-28,100083.13264270953
2019-08-29,100112.89744970761
2019-08-30,100124.05986555356
2019-08-31,100151.66474927211
2019-09-01,100204.84782605334
2019-09-02,100225.31092505703
2019-09-03,100219.93337865963
2019-09-04,100223.18065835089
2019-09-05,100243.80484152144
2019-09-06,100269.78693092987
2019-09-07,100259.54300787975
2019-09-08,100321.83654899645
2019-09-09,100283.66513871092
2019-09-10,100328.72005241162
2019-09-11,100365.60401361166
2019-09-12,100423.69421449043
2019-09-13,100418.6747064816
2019-09-14,100398.4382345569
2019-09-15,100425.65071697845
2019-09-16,100440.75733593303
2019-09-17,100483.64817658278
2019-09-18,100491.31653746545
2019-09-19,100468.50754123724
2019-09-20,100489.24333040498
2019-09-21,100449.82975233554
2019-09-22,100505.98838040748
2019-09-23,100420.10211512493
2019-09-24,100452.58977962163
2019-09-25,100431.73804895813
2019-09-26,100419.09951313653
2019-09-27,100390.45238045185
2019-09-28,100358.21167783334
2019-09-29,100359.44099091375
2019-09-30,100335.36534291599
2019-10-01,100304.76374563828
2019-10-02,100300.00957778234
2019-10-03,100283.3170569292
2019-10-04,100272.95157460969
2019-10-05,100275.16784332147
2019-10-06,100272.10188488613
2019-10-07,100276.70066892584
2019-10-08,100281.90817058914
2019-10-09,100353.78553604946
2019-10-10,100344.9210144752
2019-10-11,100346.29334340557
2019-10-12,100316.70444196319
2019-10-13,100261.32068972218
2019-10-14,100238.9195780129
2019-10-15,100246.43600611735
2019-10-16,100278.14439540086
2019-10-17,100206.47275828334
2019-10-18,100206.21833387179
2019-10-19,100212.93793147746
2019-10-20,100213.913640879
2019-10-21,100225.57221114791
2019-10-22,100191.218341888
2019-10-23,100179.68536856059
2019-10-24,100165.64198493697
2019-10-25,100181.74517204941
2019-10-26,100156.76604645562
2019-10-27,100176.5042433954
2019-10-28,100207.59793232713
2019-10-29,100226.83726848647
2019-10-30,100234.04451354283
2019-10-31,100165.32938068846
2019-11-01,100151.74194974727
2019-11-02,100196.24835636556
2019-11-03,100193.18538107688
2019-11-04,100193.39687687294
2019-11-05,100185.40775849156
2019-11-06,100149.97412416611
2019-11-07,100147.16419028814
2019-11-08,100195.92410052511
2019-11-09,100127.23022437259
2019-11-10,100105.52158964027
2019-11-11,100079.06180956656
2019-11-12,100075.66705081101
2019-11-13,100086.41064481913
2019-11-14,100092.03242239448
2019-11-15,100085.81166497037
2019-11-16,100107.7115631873
2019-11-17,100064.89669547149
2019-11-18,100076.87123864793
2019-11-19,100078.69195134894
2019-11-20,100075.5973027381
2019-11-21,100072.83819293392
2019-11-22,100063.44605047336
2019-11-23,100060.1552075234
2019-11-24,100050.08027035826
2019-11-25,100047.5258088046
2019-11-26,100049.11211093116
2019-11-27,100049.43979899291
2019-11-28,100069.25511493374
2019-11-29,100058.73177839267
2019-11-30,100076.06321132267
2019-12-01,100053.7787762572
2019-12-02,100037.08181555232
2019-12-03,100050.24302239096
2019-12-04,100081.6716064423
2019-12-05,100072.04474086258
2019-12-06,100075.32538553928
2019-12-07,100049.16921665297
2019-12-08,100059.36437295734
2019-12-09,100053.00029681131
2019-12-10,100090.27639953836
2019-12-11,100051.80289776702
2019-12-12,100043.83080293317
2019-12-13,100048.11370441964
2019-12-14,100063.66595217532
2019-12-15,100054.29155504683
2019-12-16,100030.26293723476
2019-12-17,100039.98155257896
2019-12-18,100057.09641614312
2019-12-19,100034.03081148633
2019-12-20,100058.31143418465
2019-12-21,100082.72500060819
2019-12-22,100084.52851271875
2019-12-23,100093.96453758581
2019-12-24,100124.57148816776
2019-12-25,100084.64036395453
2019-12-26,100083.12699346888
2019-12-27,100038.85556056548
2019-12-28,100049.3806270571
2019-12-29,100018.28906620514
2019-12-30,100027.90367437691
2019-12-31,100028.7707403216
2020-01-01,100028.42042560375
2020-01-02,100032.09539166039
2020-01-03,100026.19777620297
2020-01-04,100043.95792906778
2020-01-05,100017.78370520515
2020-01-06,100005.14493742892
2020-01-07,100003.90488527692
2020-01-08,99988.74583536947
2020-01-09,99979.74109993115
2020-01-10,99964.1333270316
2020-01-11,99964.49606348925
2020-01-12,99987.66124994561
2020-01-13,99970.98489183318
2020-01-14,99964.99257942793
2020-01-15,99980.04660677385
2020-01-16,99977.45274130555
2020-01-17,99992.89141147712
2020-01-18,99983.03035776666
2020-01-19,99976.02243472576
2020-01-20,99992.5977632718
2020-01-21,100005.2126576226
2020-01-22,100025.47598775887
2020-01-23,100047.35579282127
2020-01-24,100010.86878949667
2020-01-25,100032.5363890342
2020-01-26,99993.6462657644
2020-01-27,99966.57807149914
2020-01-28,99960.3833614035
2020-01-29,99972.83998916011
2020-01-30,99959.39510105946
2020-01-31,99951.79888123117
2020-02-01,99958.30875300465
2020-02-02,99947.90118685561
2020-02-03,99955.23591517622
2020-02-04,99927.5387155945
2020-02-05,99889.22560152248
2020-02-06,99895.03268398908
2020-02-07,99920.22447315557
2020-02-08,99930.48787710312
2020-02-09,99945.80039600807
2020-02-10,99946.02731963141
2020-02-11,99911.3217652873
2020-02-12,99940.48543062601
2020-02-13,99985.23308049838
2020-02-14,99996.29507242693
2020-02-15,99944.43118610549
2020-02-16,99923.99090290145
2020-02-17,99930.23245013271
2020-02-18,99903.44002223593
2020-02-19,99897.78360430436
2020-02-20,99902.47952210375
2020-02-21,99870.59036448546
2020-02-22,99904.06772058942
2020-02-23,99931.29114771754
2020-02-24,99938.65495031666
2020-02-25,99952.29159532928
2020-02-26,99976.93419732054
2020-02-27,99971.2821728735
2020-02-28,99992.05609898218
2020-02-29,99955.37790479613
2020-03-01,99982.33011090323
2020-03-02,99997.89167348684
2020-03-03,99996.99584247958
2020-03-04,99968.85615903893
2020-03-05,99958.57670420909
2020-03-06,99959.84766426262
2020-03-07,99962.40049120158
2020-03-08,99952.60901083598
2020-03-09,99950.79647498764
2020-03-10,99951.9934063799
2020-03-11,99931.78218825135
2020-03-12,99931.2746562506
2020-03-13,99919.32485729693
2020-03-14,99904.91100729007
2020-03-15,99909.77469714769
2020-03-16,99936.13217475248
2020-03-17,99966.90728269798
2020-03-18,99983.9701650604
2020-03-19,99911.93850780083
2020-03-20,99924.86812366238
2020-03-21,99920.39565002585
2020-03-22,99909.34706986004
2020-03-23,99898.42769099842
2020-03-24,99900.75302749353
2020-03-25,99941.8462758187
2020-03-26,99871.76825113675
2020-03-27,99820.68102573014
2020-03-28,99864.85360263803
2020-03-29,99897.05816628954
2020-03-30,99913.25580877958
2020-03-31,99939.16513747865
2020-04-01,99932.33104082309
2020-04-02,99976.90663217577
2020-04-03,99899.8851607371
2020-04-04,99868.88575916232
2020-04-05,99898.28383111798
2020-04-06,99945.17634302858
2020-04-07,99939.83296495743
2020-04-08,99913.60105418717
2020-04-09,99885.82627715234
2020-04-10,99849.84293745375
2020-04-11,99838.71205746742
2020-04-12,99818.78523184065
2020-04-13,99778.74261836089
2020-04-14,99771.85823003828
2020-04-15,99774.04527632364
2020-04-16,99783.67991777443
2020-04-17,99771.7758592321
2020-04-18,99779.92743208041
2020-04-19,99780.00693931142
2020-04-20,99797.93688800895
2020-04-21,99849.05210882286
2020-04-22,99820.97837511514
2020-04-23,99837.18297331606
2020-04-24,99856.6880845266
2020-04-25,99861.02270203891
2020-04-26,99859.30888457294
2020-04-27,99859.17817067154
2020-04-28,99809.125247832
2020-04-29,99812.67934811449
2020-04-30,99814.91722886483
2020-05-01,99813.61834388922
2020-05-02,99839.08846279388
2020-05-03,99829.60207957363
2020-05-04,99840.15195896491
2020-05-05,99867.19201299555
2020-05-06,99826.97996155423
2020-05-07,99818.78070359529
2020-05-08,99810.5872745626
2020-05-09,99832.03203976962
2020-05-10,99839.99889748712
2020-05-11,99791.29919686704
2020-05-12,99792.25903653126
2020-05-13,99807.33499221294
2020-05-14,99794.70220846824
2020-05-15,99787.43591284745
2020-05-16,99790.58798017785
2020-05-17,99798.73436351876
2020-05-18,99798.25198279337
2020-05-19,99808.97358533881
2020-05-20,99813.92127252197
2020-05-21,99803.00234918053
2020-05-22,99789.20039934588
2020-05-23,99786.21086651566
2020-05-24,99797.97626761696
2020-05-25,99823.84660048055
2020-05-26,99816.75056027234
2020-05-27,99847.94031460934
2020-05-28,99871.29636617258
2020-05-29,99906.25116385902
2020-05-30,99915.05062392546
2020-05-31,99867.15397390327
2020-06-01,99861.0139088494
2020-06-02,99897.30635454529
2020-06-03,99899.40585324127
2020-06-04,99947.33935408902
2020-06-05,100016.05092266
2020-06-06,100028.070862105
2020-06-07,100008.59410159025
2020-06-08,100045.72914073226
2020-06-09,100050.90939098298
2020-06-10,100057.32294636373
2020-06-11,100087.69134451063
2020-06-12,100131.53176803778
2020-06-13,100194.24803337142
2020-06-14,100236.39657414099
2020-06-15,100227.54875066379
2020-06-16,100257.1863772496
2020-06-17,100292.89348469258
2020-06-18,100218.32544056114
2020-06-19,100249.15376549544
2020-06-20,100226.23796615805
2020-06-21,100248.69829962842
2020-06-22,100282.22134255753
2020-06-23,100272.5974719436
2020-06-24,100275.28151670856
2020-06-25,100208.15888377458
2020-06-26,100236.28420242209
2020-06-27,100263.986569992
2020-06-28,100357.81069948456
2020-06-29,100342.70149028419
2020-06-30,100355.64561860569
2020-07-01,100367.1798339298
2020-07-02,100428.09030449323
2020-07-03,100425.15768840359
2020-07-04,100435.30743331678
2020-07-05,100450.10461944574
2020-07-06,100456.3199051505
2020-07-07,100443.9595237818
2020-07-08,100456.16709747336
2020-07-09,100479.60116802555
2020-07-10,100432.50025504375
2020-07-11,100428.66085759041
2020-07-12,100408.85432166087
2020-07-13,100429.65968044502
2020-07-14,100396.39211138585
2020-07-15,100387.75880796077
2020-07-16,100418.72432088724
2020-07-17,100471.7568823013
2020-07-18,100413.67012480846
2020-07-19,100384.44857240493
2020-07-20,100424.63087820969
2020-07-21,100432.94414608911
2020-07-22,100411.6192013573
