,0
2018-03-31,99987.99777227727
2018-04-01,99985.59928377875
2018-04-02,99985.8894826448
2018-04-03,99986.05051769901
2018-04-04,99985.20949970688
2018-04-05,99986.6331430215
2018-04-06,99989.13306666058
2018-04-07,99990.00813315652
2018-04-08,99988.70075819365
2018-04-09,99989.57756567588
2018-04-10,99988.82937435702
2018-04-11,99989.9754800829
2018-04-12,99990.2467781506
2018-04-13,99990.31321370494
2018-04-14,99990.84373642218
2018-04-15,99991.39560860615
2018-04-16,99989.41693682376
2018-04-17,99988.02247713244
2018-04-18,99987.18924499658
2018-04-19,99988.13626957044
2018-04-20,99987.20971017984
2018-04-21,99988.72764346887
2018-04-22,99988.50262294432
2018-04-23,99988.29599832503
2018-04-24,99982.66186587872
2018-04-25,99982.6480849707
2018-04-26,99982.45798282849
2018-04-27,99982.59017738013
2018-04-28,99982.9070628768
2018-04-29,99984.68807041713
2018-04-30,99983.85479703726
2018-05-01,99987.2759688452
2018-05-02,99986.52493392551
2018-05-03,99988.33887306775
2018-05-04,99984.0928012748
2018-05-05,99985.50106444726
2018-05-06,99989.79018168298
2018-05-07,99985.52366341016
2018-05-08,99983.56723887987
2018-05-09,99982.98577085137
2018-05-10,99981.55375319516
2018-05-11,99982.55312007449
2018-05-12,99981.17591955987
2018-05-13,99979.6941397671
2018-05-14,99981.27725722194
2018-05-15,99981.19767161873
2018-05-16,99979.96094151514
2018-05-17,99980.28475156172
2018-05-18,99979.70455063069
2018-05-19,99977.05472063966
2018-05-20,99976.3780983809
2018-05-21,99975.46184787252
2018-05-22,99973.91940002877
2018-05-23,99976.59724694995
2018-05-24,99976.91736173234
2018-05-25,99978.60091700271
2018-05-26,99982.2644090998
2018-05-27,99986.54818450735
2018-05-28,99990.43302409159
2018-05-29,99993.42888031928
2018-05-30,99993.37141985618
2018-05-31,99992.99772603787
2018-06-01,99991.21169365496
2018-06-02,99998.18886475694
2018-06-03,99994.35395595313
2018-06-04,99999.56112817406
2018-06-05,100002.54509550112
2018-06-06,99994.46766996806
2018-06-07,99995.87102883346
2018-06-08,99986.1577941844
2018-06-09,99988.4748532722
2018-06-10,99991.88292589251
2018-06-11,99989.81524814598
2018-06-12,99990.13183462236
2018-06-13,99996.41792296049
2018-06-14,99994.97554178846
2018-06-15,99992.00235526612
2018-06-16,99996.23725321805
2018-06-17,100001.96551413028
2018-06-18,100001.59566324641
2018-06-19,100002.54258843994
2018-06-20,100004.51962530783
2018-06-21,100001.06678286142
2018-06-22,99999.66981586604
2018-06-23,100003.2342759257
2018-06-24,100007.8123865838
2018-06-25,100011.32933066889
2018-06-26,100008.22436345453
2018-06-27,100017.20958008693
2018-06-28,100014.3947012814
2018-06-29,100016.46749788821
2018-06-30,100019.9122023816
2018-07-01,100024.20781749312
2018-07-02,100025.52901575879
2018-07-03,100029.0245045602
2018-07-04,100031.19119353587
2018-07-05,100033.04641442312
2018-07-06,100036.73106765743
2018-07-07,100022.47088902647
2018-07-08,100019.9748136474
2018-07-09,100019.85981840735
2018-07-10,100017.17182036408
2018-07-11,100017.9545766394
2018-07-12,100017.9676992799
2018-07-13,100018.57337171087
2018-07-14,100023.25129322377
2018-07-15,100022.21800849534
2018-07-16,100021.36692699464
2018-07-17,100021.30492178413
2018-07-18,100020.67729795245
2018-07-19,100021.34404638017
2018-07-20,100020.1814436415
2018-07-21,100017.8958443934
2018-07-22,100016.29963420765
2018-07-23,100015.15556342261
2018-07-24,100015.57203732895
2018-07-25,100015.64133237164
2018-07-26,100015.3388912077
2018-07-27,100014.42530641705
2018-07-28,100013.14541144563
2018-07-29,100009.40170153318
2018-07-30,100010.32734061533
2018-07-31,100011.87000167274
2018-08-01,100013.96199184738
2018-08-02,100015.41892220611
2018-08-03,100014.28528608735
2018-08-04,100016.68531225383
2018-08-05,100015.61055072797
2018-08-06,100015.88669664043
2018-08-07,100015.02455721213
2018-08-08,100015.7785380909
2018-08-09,100022.53919412577
2018-08-10,100014.95575909132
2018-08-11,100016.5905331993
2018-08-12,100010.51284376672
2018-08-13,100009.93913196499
2018-08-14,100013.11496394705
2018-08-15,100014.59689369003
2018-08-16,100012.48075297552
2018-08-17,100011.59904275546
2018-08-18,100014.76018798107
2018-08-19,100017.30719070851
2018-08-20,100018.87488981777
2018-08-21,100018.10256069957
2018-08-22,100016.26773656382
2018-08-23,100015.41366683174
2018-08-24,100016.52388036274
2018-08-25,100019.8825018387
2018-08-26,100019.68068448668
2018-08-27,100023.30876135235
2018-08-28,100020.15721602229
2018-08-29,100026.61748428197
2018-08-30,100027.98011849396
2018-08-31,100025.760753853
2018-09-01,100024.29782218907
2018-09-02,100015.63429429028
2018-09-03,100014.82770016277
2018-09-04,100017.46638448103
2018-09-05,100018.49666490428
2018-09-06,100018.17767178269
2018-09-07,100018.105034534
2018-09-08,100019.81885544372
2018-09-09,100017.04230126477
2018-09-10,100017.31457409443
2018-09-11,100018.13855334638
2018-09-12,100017.46221795815
2018-09-13,100013.44473629913
2018-09-14,100013.3967514206
2018-09-15,100011.5709745893
2018-09-16,100012.0004042054
2018-09-17,100012.8210956083
2018-09-18,100012.14619805079
2018-09-19,100012.4217068512
2018-09-20,100007.05752450484
2018-09-21,100007.39952011847
2018-09-22,100008.60253883222
2018-09-23,100010.47880785586
2018-09-24,100007.98526170092
2018-09-25,100009.16957369808
2018-09-26,100009.24317518993
2018-09-27,100009.79750951931
2018-09-28,100007.0835415629
2018-09-29,100010.8489243306
2018-09-30,100008.24822867847
2018-10-01,100005.05317865749
2018-10-02,100005.80574993923
2018-10-03,100006.33836517819
2018-10-04,100005.18276672819
2018-10-05,100005.8586130385
2018-10-06,100005.22482717391
2018-10-07,100007.03740496223
2018-10-08,100009.1515540157
2018-10-09,100011.62754675421
2018-10-10,100007.52336308542
2018-10-11,100010.63357472389
2018-10-12,100002.10410563125
2018-10-13,100004.84726417657
2018-10-14,100001.71532089592
2018-10-15,100002.89932014173
2018-10-16,99998.52242200346
2018-10-17,99996.08638854405
2018-10-18,99993.90818583971
2018-10-19,99992.8187660048
2018-10-20,99992.91379039413
2018-10-21,99992.94523400335
2018-10-22,99993.21518031758
2018-10-23,99991.47979483618
2018-10-24,99991.93171848814
2018-10-25,99992.44067497815
2018-10-26,99992.08995733173
2018-10-27,99992.176766881
2018-10-28,99991.26005394587
2018-10-29,99990.93468963135
2018-10-30,99991.5986479382
2018-10-31,99992.5360518939
2018-11-01,99991.77143255742
2018-11-02,99993.42888066477
2018-11-03,99992.21823669973
2018-11-04,99990.75127978018
2018-11-05,99991.66307326396
2018-11-06,99992.45453744044
2018-11-07,99993.85504772507
2018-11-08,99993.77221100769
2018-11-09,99993.13051080568
2018-11-10,99994.81778839235
2018-11-11,99998.25196946118
2018-11-12,99998.17987234614
2018-11-13,100000.68818802883
2018-11-14,99999.720008257
2018-11-15,100001.21459433978
2018-11-16,100002.54904934591
2018-11-17,100004.03442500379
2018-11-18,100004.76674576678
2018-11-19,100002.7923130856
2018-11-20,100012.55097271754
2018-11-21,100014.85204944659
2018-11-22,100014.20880868698
2018-11-23,100014.78254308914
2018-11-24,100027.05038937746
2018-11-25,100031.02950907717
2018-11-26,100035.61361759428
2018-11-27,100027.22641502645
2018-11-28,100026.7429463207
2018-11-29,100025.01710005006
2018-11-30,100022.89084049953
2018-12-01,100035.21826145682
2018-12-02,100030.48410405689
2018-12-03,100028.39514146214
2018-12-04,100025.83197300862
2018-12-05,100009.59156622598
2018-12-06,100014.40948497792
2018-12-07,100009.85380345501
2018-12-08,100010.30474054176
2018-12-09,100009.80706673842
2018-12-10,100009.87385642271
2018-12-11,100010.23511489834
2018-12-12,100010.13555483209
2018-12-13,100010.99713687584
2018-12-14,100010.51205945911
2018-12-15,100011.3382791227
2018-12-16,100011.40180525272
2018-12-17,100008.31493611273
2018-12-18,100003.4072545885
2018-12-19,100002.67849766255
2018-12-20,100001.9556907848
2018-12-21,100002.42934996418
2018-12-22,100003.47312263514
2018-12-23,100004.25068471026
2018-12-24,100006.60081052901
2018-12-25,100008.20185874695
2018-12-26,100008.91001064077
2018-12-27,100008.63859178612
2018-12-28,100006.63609738118
2018-12-29,100007.3382614232
2018-12-30,100006.15313367754
2018-12-31,100006.92380009354
2019-01-01,100006.8475981847
2019-01-02,100006.76504958158
2019-01-03,100006.97762242686
2019-01-04,100007.43229352329
2019-01-05,100006.5177327865
2019-01-06,100006.9474835765
2019-01-07,100010.40512704186
2019-01-08,100015.06989681353
2019-01-09,100018.92339204524
2019-01-10,100020.3057217545
2019-01-11,100016.06056671047
2019-01-12,100020.64031404708
2019-01-13,100024.57319840169
2019-01-14,100035.66623782508
2019-01-15,100030.49691438764
2019-01-16,100027.29012347269
2019-01-17,100021.46376547957
2019-01-18,100015.49128848778
2019-01-19,100016.82033094364
2019-01-20,100015.25180169298
2019-01-21,100016.59002437032
2019-01-22,100016.35881519568
2019-01-23,100017.62495395797
2019-01-24,100016.80037674992
2019-01-25,100016.17475496135
2019-01-26,100010.73732677347
2019-01-27,100011.40963808744
2019-01-28,100009.93180518517
2019-01-29,100009.17349339026
2019-01-30,100008.72040765396
2019-01-31,100007.44218762
2019-02-01,100005.63719503795
2019-02-02,100005.01615557705
2019-02-03,100003.71597427544
2019-02-04,100001.88684528592
2019-02-05,100003.74501828212
2019-02-06,100003.20503369666
2019-02-07,100003.48235219825
2019-02-08,100003.39546497469
2019-02-09,100003.19053662189
2019-02-10,100003.59773638229
2019-02-11,100004.01217352814
2019-02-12,100001.71147056545
2019-02-13,100001.9598963567
2019-02-14,100001.09920145676
2019-02-15,100000.69164232783
2019-02-16,100001.96272215265
2019-02-17,100002.50085173924
2019-02-18,100000.63729973967
2019-02-19,100000.53552202345
2019-02-20,100002.26189232424
2019-02-21,99996.13645908605
2019-02-22,99994.81666679095
2019-02-23,99994.74419845686
2019-02-24,99993.98931811964
2019-02-25,99994.55582179791
2019-02-26,99993.89616349312
2019-02-27,99993.20487479724
2019-02-28,99994.3288421257
2019-03-01,99993.68570825209
2019-03-02,99997.10945490461
2019-03-03,99994.13303900223
2019-03-04,99994.95830625118
2019-03-05,99998.13234920474
2019-03-06,99991.52653654403
2019-03-07,99987.95874927462
2019-03-08,99983.31778205874
2019-03-09,99981.30096998338
2019-03-10,99984.24196646264
2019-03-11,99988.87375631844
2019-03-12,99989.32266503328
2019-03-13,99992.81503994284
2019-03-14,99985.25366387516
2019-03-15,99981.62384893598
2019-03-16,99982.03339920776
2019-03-17,99980.27137996403
2019-03-18,99980.36877701979
2019-03-19,99979.64529997615
2019-03-20,99978.68659152083
2019-03-21,99980.76073159986
2019-03-22,99979.47370082997
2019-03-23,99976.27246313692
2019-03-24,99978.16929809602
2019-03-25,99979.93937771962
2019-03-26,99982.91653600986
2019-03-27,99982.57585674137
2019-03-28,99978.94916394741
2019-03-29,99981.29189177275
2019-03-30,99980.30095196738
2019-03-31,99979.94368413225
2019-04-01,99982.90914441668
2019-04-02,99985.81637838265
2019-04-03,99990.51825398333
2019-04-04,99989.95880117307
2019-04-05,99998.21489571485
2019-04-06,99997.80058014597
2019-04-07,99999.2856378409
2019-04-08,99999.14219860444
2019-04-09,99994.12118852114
2019-04-10,99995.73069742875
2019-04-11,99997.17440771977
2019-04-12,99993.25672155831
2019-04-13,99994.04764446583
2019-04-14,99995.98299966154
2019-04-15,99996.1670312436
2019-04-16,99995.23688204246
2019-04-17,99999.71019124288
2019-04-18,100002.98209797266
2019-04-19,100005.0607857004
2019-04-20,100003.63723422149
2019-04-21,100002.28125890694
2019-04-22,100005.45725248131
2019-04-23,100004.73515588773
2019-04-24,99999.79127769801
2019-04-25,100001.58302365964
2019-04-26,100000.72907792838
2019-04-27,100001.55301247435
2019-04-28,100000.78194225449
2019-04-29,99999.59379197561
2019-04-30,99999.03727189316
2019-05-01,100000.19355528904
2019-05-02,100000.0295464828
2019-05-03,99999.36827921406
2019-05-04,100001.57137959989
2019-05-05,99997.93689339873
2019-05-06,99998.3373305951
2019-05-07,99997.67606521191
2019-05-08,99996.56121279653
2019-05-09,99995.70486518767
2019-05-10,99999.29183116952
2019-05-11,100000.57409094316
2019-05-12,99999.79589133388
2019-05-13,99999.37766676393
2019-05-14,99998.14605021256
2019-05-15,99997.9303591895
2019-05-16,99996.24986999316
2019-05-17,99993.32683219027
2019-05-18,99994.97511002283
2019-05-19,99994.02163007394
2019-05-20,99994.30114431419
2019-05-21,99994.65344081413
2019-05-22,99995.74462050924
2019-05-23,99997.88052270003
2019-05-24,99997.19109719202
2019-05-25,99992.78418987754
2019-05-26,99992.56948126745
2019-05-27,99992.32057763363
2019-05-28,99991.76618719965
2019-05-29,99993.86195831613
2019-05-30,99992.25632934451
2019-05-31,99990.91122395053
2019-06-01,99989.5380380093
2019-06-02,99991.19646875863
2019-06-03,99993.51978360345
2019-06-04,99992.8621818525
2019-06-05,99996.16531597415
2019-06-06,99995.86260446944
2019-06-07,99996.52819151906
2019-06-08,99997.81552973579
2019-06-09,99999.76960452064
2019-06-10,99998.35585544634
2019-06-11,100000.78445202745
2019-06-12,100000.28760632499
2019-06-13,99999.97513643124
2019-06-14,100002.37033899692
2019-06-15,100003.58551176
2019-06-16,100003.07627751211
2019-06-17,100003.44037470488
2019-06-18,100005.15997308948
2019-06-19,100007.73981644958
2019-06-20,100007.40768913376
2019-06-21,100010.5411902794
2019-06-22,100011.50496227117
2019-06-23,100006.39959863035
2019-06-24,100008.83525106542
2019-06-25,100005.56226764845
2019-06-26,100009.94384205819
2019-06-27,100007.69097485293
2019-06-28,100002.3655301172
2019-06-29,100008.73310748012
2019-06-30,100010.95329339999
2019-07-01,100008.18394249881
2019-07-02,100008.11067013748
2019-07-03,100007.5429799915
2019-07-04,100006.5074189188
2019-07-05,100006.70726677324
2019-07-06,100007.69315475761
2019-07-07,100002.59933804903
2019-07-08,100001.19142501027
2019-07-09,100000.59159889832
2019-07-10,100000.67172939102
2019-07-11,100000.61235449967
2019-07-12,100000.92686621165
2019-07-13,100000.75794261789
2019-07-14,100000.73248936201
2019-07-15,100000.60818644233
2019-07-16,99998.30015340282
2019-07-17,99997.68133964627
2019-07-18,99997.2247952159
2019-07-19,99997.65143585294
2019-07-20,99997.45159798473
2019-07-21,99995.07616798038
2019-07-22,99994.58765395424
2019-07-23,99993.18843636216
2019-07-24,99995.8426343625
2019-07-25,99992.88761419326
2019-07-26,99991.35285880746
2019-07-27,99991.7826024011
2019-07-28,99991.85162865439
2019-07-29,99991.41162376855
2019-07-30,99992.29498818451
2019-07-31,99991.18957017333
2019-08-01,99990.4664358424
2019-08-02,99991.5538792693
2019-08-03,99991.0849743026
2019-08-04,99990.06957852526
2019-08-05,99991.2707577321
2019-08-06,99990.34989725733
2019-08-07,99989.56376501733
2019-08-08,99987.56346018279
2019-08-09,99987.43981168346
2019-08-10,99988.00083060692
2019-08-11,99988.20262116037
2019-08-12,99988.54016406223
2019-08-13,99987.79658649491
2019-08-14,99987.76649962389
2019-08-15,99987.2176990268
2019-08-16,99988.28578671224
2019-08-17,99987.18556491281
2019-08-18,99987.93367202526
2019-08-19,99991.76741479659
2019-08-20,99992.50674081454
2019-08-21,99993.26797708437
2019-08-22,99997.16524481564
2019-08-23,100000.88028940697
2019-08-24,100001.06699036878
2019-08-25,99994.14312951185
2019-08-26,99993.32513070742
2019-08-27,99996.30389578699
2019-08-28,99995.03017764313
2019-08-29,99997.4587514105
2019-08-30,99998.7750436174
2019-08-31,100002.04255857444
2019-09-01,100008.07708179763
2019-09-02,100009.6789085416
2019-09-03,100008.9857577985
2019-09-04,100009.33967758628
2019-09-05,100011.30564459845
2019-09-06,100014.8344664326
2019-09-07,100012.91746860015
2019-09-08,100019.21096085545
2019-09-09,100014.85176641773
2019-09-10,100019.63528574463
2019-09-11,100023.67778940438
2019-09-12,100030.41539919178
2019-09-13,100030.71615331029
2019-09-14,100028.42758931815
2019-09-15,100030.34680340171
2019-09-16,100030.35104835856
2019-09-17,100033.39079812593
2019-09-18,100035.00798251493
2019-09-19,100033.36985702546
2019-09-20,100035.5655285554
2019-09-21,100031.5111520037
2019-09-22,100036.68722436299
2019-09-23,100028.84758952355
2019-09-24,100031.31165149128
2019-09-25,100029.27062207126
2019-09-26,100028.21575868105
2019-09-27,100026.07411804673
2019-09-28,100023.59447430761
2019-09-29,100023.40066964268
2019-09-30,100020.80914138346
2019-10-01,100017.30190564903
2019-10-02,100017.8797868076
2019-10-03,100015.00336971105
2019-10-04,100013.39369841022
2019-10-05,100013.70374652294
2019-10-06,100013.8748270021
2019-10-07,100014.57588293393
2019-10-08,100015.25536780164
2019-10-09,100023.4367089335
2019-10-10,100022.29524689699
2019-10-11,100022.5525585741
2019-10-12,100019.46456896905
2019-10-13,100013.59957157029
2019-10-14,100011.04993436666
2019-10-15,100011.60685009624
2019-10-16,100014.19535596001
2019-10-17,100007.2389453299
2019-10-18,100006.67677488715
2019-10-19,100007.35440867004
2019-10-20,100007.45614426682
2019-10-21,100007.70736683847
2019-10-22,100005.25760353143
2019-10-23,100004.55431854204
2019-10-24,100003.62089316006
2019-10-25,100004.95114823969
2019-10-26,100002.54927712631
2019-10-27,100004.74937362752
2019-10-28,100007.45225592046
2019-10-29,100009.40979313826
2019-10-30,100009.47434694861
2019-10-31,100004.1352379872
2019-11-01,100002.63394069606
2019-11-02,100006.69034014555
2019-11-03,100007.19546967276
2019-11-04,100007.33746901674
2019-11-05,100006.79236527206
2019-11-06,100004.65884701605
2019-11-07,100005.09081520584
2019-11-08,100009.68685762484
2019-11-09,100002.48414333313
2019-11-10,100000.11846874277
2019-11-11,99996.7631320707
2019-11-12,99996.53080013215
2019-11-13,99998.0134239345
2019-11-14,99998.58475210611
2019-11-15,99997.75051105917
2019-11-16,100000.27257170658
2019-11-17,99995.74516393575
2019-11-18,99996.77796764646
2019-11-19,99997.14765704687
2019-11-20,99996.40876813982
2019-11-21,99995.90132767009
2019-11-22,99995.21011017583
2019-11-23,99994.5559859036
2019-11-24,99993.81430297565
2019-11-25,99993.04323527646
2019-11-26,99992.79609446498
2019-11-27,99992.72888667295
2019-11-28,99994.61934929932
2019-11-29,99994.16168519008
2019-11-30,99995.54658531638
2019-12-01,99993.33858895741
2019-12-02,99991.67482057933
2019-12-03,99993.16240539098
2019-12-04,99996.93562111547
2019-12-05,99996.51078144282
2019-12-06,99997.50074842063
2019-12-07,99994.68248541639
2019-12-08,99996.09243912477
2019-12-09,99995.13879884928
2019-12-10,100000.87679406101
2019-12-11,99995.88845547185
2019-12-12,99994.88733468848
2019-12-13,99995.33199174296
2019-12-14,99997.06265759608
2019-12-15,99996.01245276538
2019-12-16,99993.98503481022
2019-12-17,99994.11984249514
2019-12-18,99995.53628774914
2019-12-19,99993.46202383409
2019-12-20,99995.66644730994
2019-12-21,99998.16800421425
2019-12-22,99998.26498343657
2019-12-23,99999.87142338269
2019-12-24,100003.2168810008
2019-12-25,99999.00604400768
2019-12-26,99998.77248849477
2019-12-27,99994.60876322846
2019-12-28,99995.671406117
2019-12-29,99992.39584025135
2019-12-30,99994.08706295499
2019-12-31,99994.36173093735
2020-01-01,99994.26105602761
2020-01-02,99995.04597550459
2020-01-03,99994.25308099258
2020-01-04,99996.47720779419
2020-01-05,99993.58538819118
2020-01-06,99992.32359300126
2020-01-07,99992.15908213622
2020-01-08,99990.14154446569
2020-01-09,99988.66376538137
2020-01-10,99986.52297111799
2020-01-11,99987.15350743431
2020-01-12,99989.86403713928
2020-01-13,99988.11330585355
2020-01-14,99987.35448074022
2020-01-15,99988.86829503217
2020-01-16,99988.92174859694
2020-01-17,99990.7405821385
2020-01-18,99989.94127149042
2020-01-19,99989.37996129788
2020-01-20,99991.39141109404
2020-01-21,99992.97237542993
2020-01-22,99995.25398277958
2020-01-23,99997.8093298145
2020-01-24,99993.37098577019
2020-01-25,99995.74663089709
2020-01-26,99991.25362528542
2020-01-27,99987.3472426259
2020-01-28,99986.41697609659
2020-01-29,99988.28080950389
2020-01-30,99986.65107194064
2020-01-31,99984.93003497107
2020-02-01,99985.57719296555
2020-02-02,99984.06634480305
2020-02-03,99985.06253244192
2020-02-04,99981.354501179
2020-02-05,99977.45096203021
2020-02-06,99978.09433512649
2020-02-07,99979.87025345526
2020-02-08,99981.13411669081
2020-02-09,99982.03741360997
2020-02-10,99981.86921581891
2020-02-11,99978.93992212712
2020-02-12,99981.14253129071
2020-02-13,99984.76249019547
2020-02-14,99986.34791652698
2020-02-15,99981.9806051908
2020-02-16,99980.30543917563
2020-02-17,99981.05321872089
2020-02-18,99978.82034811031
2020-02-19,99978.15805394242
2020-02-20,99978.51199417938
2020-02-21,99976.16553380397
2020-02-22,99979.39624586537
2020-02-23,99981.87889344554
2020-02-24,99982.0782799283
2020-02-25,99981.13386790286
2020-02-26,99985.61706640026
2020-02-27,99981.07300802937
2020-02-28,99989.73846289256
2020-02-29,99986.71324477934
2020-03-01,99989.28031990198
2020-03-02,99992.94729526331
2020-03-03,99992.41153709084
2020-03-04,99988.60543531248
2020-03-05,99986.56767954244
2020-03-06,99988.1903607311
2020-03-07,99988.45706001807
2020-03-08,99987.23419357798
2020-03-09,99986.58180897967
2020-03-10,99986.88893887849
2020-03-11,99979.27959561681
2020-03-12,99980.43898331591
2020-03-13,99977.68236416046
2020-03-14,99976.39111978615
2020-03-15,99977.04452120913
2020-03-16,99972.63226069942
2020-03-17,99971.81168984403
2020-03-18,99970.78582400977
2020-03-19,99969.11202130328
2020-03-20,99968.80487955103
2020-03-21,99968.39362670701
2020-03-22,99967.39568515321
2020-03-23,99967.29450286317
2020-03-24,99967.50055041199
2020-03-25,99970.53035605422
2020-03-26,99963.7394676584
2020-03-27,99959.97562337357
2020-03-28,99964.1679494108
2020-03-29,99967.41461879766
2020-03-30,99968.89841736067
2020-03-31,99971.51241602859
2020-04-01,99970.909118379
2020-04-02,99975.44673870089
2020-04-03,99967.74374055247
2020-04-04,99964.77379590493
2020-04-05,99967.11730438627
2020-04-06,99971.22091068672
2020-04-07,99970.5362886636
2020-04-08,99968.3347975446
2020-04-09,99966.20534543802
2020-04-10,99963.18441712546
2020-04-11,99962.47827370751
2020-04-12,99960.89599806115
2020-04-13,99959.0601085867
2020-04-14,99958.86836196919
2020-04-15,99958.9094143418
2020-04-16,99958.71823965079
2020-04-17,99956.51520927828
2020-04-18,99956.94748918002
2020-04-19,99957.03470417365
2020-04-20,99958.12115420702
2020-04-21,99961.43458662211
2020-04-22,99960.4053306096
2020-04-23,99961.40227319018
2020-04-24,99962.81067543472
2020-04-25,99963.10692204366
2020-04-26,99962.83675085325
2020-04-27,99960.57413634722
2020-04-28,99957.54313946932
2020-04-29,99957.72591518157
2020-04-30,99958.35103496825
2020-05-01,99958.77777485424
2020-05-02,99961.56680898568
2020-05-03,99960.21624079857
2020-05-04,99960.31426343822
2020-05-05,99961.60865352256
2020-05-06,99958.61593763229
2020-05-07,99957.81875920054
2020-05-08,99957.38466358933
2020-05-09,99959.32544296066
2020-05-10,99960.05681906447
2020-05-11,99956.68700201515
2020-05-12,99956.07113931072
2020-05-13,99956.73098880645
2020-05-14,99955.79338271072
2020-05-15,99955.09567451401
2020-05-16,99955.29568865731
2020-05-17,99955.98734258597
2020-05-18,99955.14654225069
2020-05-19,99955.21137278945
2020-05-20,99954.9536401948
2020-05-21,99954.15340889026
2020-05-22,99953.28220352075
2020-05-23,99953.2647317181
2020-05-24,99954.47062214889
2020-05-25,99956.44543704722
2020-05-26,99955.96758567914
2020-05-27,99957.77026452021
2020-05-28,99959.60828387822
2020-05-29,99962.352254627
2020-05-30,99962.12593590344
2020-05-31,99957.49725767098
2020-06-01,99957.00832108535
2020-06-02,99959.94586740347
2020-06-03,99960.17945207674
2020-06-04,99964.06350833303
2020-06-05,99969.33094545623
2020-06-06,99970.74577755103
2020-06-07,99968.43524854051
2020-06-08,99971.48942918393
2020-06-09,99971.75263811107
2020-06-10,99972.18203115415
2020-06-11,99974.39647421778
2020-06-12,99977.91012489483
2020-06-13,99983.37736339647
2020-06-14,99987.19492306316
2020-06-15,99986.34559916821
2020-06-16,99988.91198027867
2020-06-17,99992.43705376441
2020-06-18,99985.74322003337
2020-06-19,99988.36798682151
2020-06-20,99986.28996758311
2020-06-21,99988.55272037319
2020-06-22,99991.57513473336
2020-06-23,99990.58511244324
2020-06-24,99990.89325641714
2020-06-25,99984.41165120564
2020-06-26,99986.92877977893
2020-06-27,99989.39298456522
2020-06-28,99997.71244716019
2020-06-29,99996.31950257639
2020-06-30,99997.57956269382
2020-07-01,99998.64488242265
2020-07-02,100003.87696180632
2020-07-03,100003.6224743878
2020-07-04,100004.50027121486
2020-07-05,100005.69618354003
2020-07-06,100006.49044526865
2020-07-07,100005.40573568249
2020-07-08,100006.53624484356
2020-07-09,100008.62789994504
2020-07-10,100004.10549444218
2020-07-11,100003.64219395784
2020-07-12,100001.95979505102
2020-07-13,100003.99714404384
2020-07-14,100001.66201410597
2020-07-15,100001.11128181581
2020-07-16,100004.15677130192
2020-07-17,100008.77231557465
2020-07-18,100002.87138266467
2020-07-19,100000.13796600857
2020-07-20,100003.58388166782
2020-07-21,100005.88677385577
2020-07-22,100004.99302373995
